"family","species","trait","trait_value"
"Acanthaceae","Ruellia patula","LDMC",0.313767861493898
"Acanthaceae","Ruellia patula","SLA",17.1173544933676
"Acanthaceae","Ruellia patula","SRL",3491.80293654148
"Acanthaceae","Ruellia patula","leaf_N",17.5481470632502
"Acanthaceae","Ruellia patula","leaf_area",825.781419373458
"Acanthaceae","Ruellia patula","leaf_dry_mass",47.7047787734233
"Acanthaceae","Ruellia patula","plant_height_vegetative",0.317050805892453
"Acanthaceae","Ruellia patula","seed_dry_mass",3.042784568923
"Acoraceae","Acorus calamus","LDMC",0.194213584257623
"Acoraceae","Acorus calamus","SLA",36.4635665427926
"Acoraceae","Acorus calamus","SRL",54194.9461138738
"Acoraceae","Acorus calamus","leaf_N",17.9764216583843
"Acoraceae","Acorus calamus","leaf_area",8244.91780832313
"Acoraceae","Acorus calamus","leaf_dry_mass",513.848375592824
"Acoraceae","Acorus calamus","plant_height_vegetative",1.12564914387633
"Acoraceae","Acorus calamus","seed_dry_mass",2.08545863413677
"Adoxaceae","Viburnum nudum","LDMC",0.147398761262669
"Adoxaceae","Viburnum nudum","SLA",33.7558661053227
"Adoxaceae","Viburnum nudum","SRL",3715.50268169481
"Adoxaceae","Viburnum nudum","leaf_N",18.6737057333329
"Adoxaceae","Viburnum nudum","leaf_area",1090.69446306725
"Adoxaceae","Viburnum nudum","leaf_dry_mass",40.7724356550673
"Adoxaceae","Viburnum nudum","plant_height_vegetative",6.03918319600198
"Adoxaceae","Viburnum nudum","seed_dry_mass",10.6013801198805
"Aizoaceae","Aizoon canariense","LDMC",0.0796193107914836
"Aizoaceae","Aizoon canariense","SLA",18.4803085997703
"Aizoaceae","Aizoon canariense","SRL",53369.898654021
"Aizoaceae","Aizoon canariense","leaf_N",30.1199774086519
"Aizoaceae","Aizoon canariense","leaf_area",382.131383074797
"Aizoaceae","Aizoon canariense","leaf_dry_mass",25.8845240559541
"Aizoaceae","Aizoon canariense","plant_height_vegetative",0.194658160713831
"Aizoaceae","Aizoon canariense","seed_dry_mass",0.259302853807473
"Aizoaceae","Malephora crocea","LDMC",0.0668000228147357
"Aizoaceae","Malephora crocea","SLA",20.992685159629
"Aizoaceae","Malephora crocea","SRL",36697.412523605
"Aizoaceae","Malephora crocea","leaf_N",29.8936905678132
"Aizoaceae","Malephora crocea","leaf_area",709.447505112134
"Aizoaceae","Malephora crocea","leaf_dry_mass",51.967168020853
"Aizoaceae","Malephora crocea","plant_height_vegetative",0.258951300253629
"Aizoaceae","Malephora crocea","seed_dry_mass",6.85087252402608
"Aizoaceae","Sarcozona praecox","LDMC",0.0793441384997885
"Aizoaceae","Sarcozona praecox","SLA",18.6969068195212
"Aizoaceae","Sarcozona praecox","SRL",20415.3639595728
"Aizoaceae","Sarcozona praecox","leaf_N",21.1457578451671
"Aizoaceae","Sarcozona praecox","leaf_area",391.576695959575
"Aizoaceae","Sarcozona praecox","leaf_dry_mass",25.7196967249688
"Aizoaceae","Sarcozona praecox","plant_height_vegetative",0.324939615012617
"Aizoaceae","Sarcozona praecox","seed_dry_mass",0.163146001832766
"Aizoaceae","Tetragonia tetragonoides","LDMC",0.0620784626254218
"Aizoaceae","Tetragonia tetragonoides","SLA",21.5922118026898
"Aizoaceae","Tetragonia tetragonoides","SRL",5155.32027951012
"Aizoaceae","Tetragonia tetragonoides","leaf_N",21.1942734717619
"Aizoaceae","Tetragonia tetragonoides","leaf_area",655.62556044191
"Aizoaceae","Tetragonia tetragonoides","leaf_dry_mass",46.1237547015329
"Aizoaceae","Tetragonia tetragonoides","plant_height_vegetative",0.193819953094744
"Aizoaceae","Tetragonia tetragonoides","seed_dry_mass",16.1878961092321
"Aizoaceae","Trianthema salsoloides","LDMC",0.074677766352711
"Aizoaceae","Trianthema salsoloides","SLA",19.3587134451776
"Aizoaceae","Trianthema salsoloides","SRL",18375.1180673103
"Aizoaceae","Trianthema salsoloides","leaf_N",28.8364729350893
"Aizoaceae","Trianthema salsoloides","leaf_area",476.559190531373
"Aizoaceae","Trianthema salsoloides","leaf_dry_mass",32.7246921788443
"Aizoaceae","Trianthema salsoloides","plant_height_vegetative",0.188826090566478
"Aizoaceae","Trianthema salsoloides","seed_dry_mass",0.858787820419664
"Alismataceae","Sagittaria latifolia","LDMC",0.122796419005444
"Alismataceae","Sagittaria latifolia","SLA",35.0545718326202
"Alismataceae","Sagittaria latifolia","SRL",1792.88787500055
"Alismataceae","Sagittaria latifolia","leaf_N",31.4839311839084
"Alismataceae","Sagittaria latifolia","leaf_area",5165.98418016071
"Alismataceae","Sagittaria latifolia","leaf_dry_mass",105.577964215784
"Alismataceae","Sagittaria latifolia","plant_height_vegetative",0.674948984113772
"Alismataceae","Sagittaria latifolia","seed_dry_mass",5.7873555265624
"Amaranthaceae","Achyranthes aspera","LDMC",0.186824224420063
"Amaranthaceae","Achyranthes aspera","SLA",10.7010517466621
"Amaranthaceae","Achyranthes aspera","SRL",7541.64468991849
"Amaranthaceae","Achyranthes aspera","leaf_N",27.4077743347951
"Amaranthaceae","Achyranthes aspera","leaf_area",91.0015161809442
"Amaranthaceae","Achyranthes aspera","leaf_dry_mass",7.66482540378156
"Amaranthaceae","Achyranthes aspera","plant_height_vegetative",0.978785697755942
"Amaranthaceae","Achyranthes aspera","seed_dry_mass",3.22863911593427
"Amaranthaceae","Achyropsis leptostachya","LDMC",0.211140070225924
"Amaranthaceae","Achyropsis leptostachya","SLA",9.78321593240103
"Amaranthaceae","Achyropsis leptostachya","SRL",11401.9233634789
"Amaranthaceae","Achyropsis leptostachya","leaf_N",26.6886769573095
"Amaranthaceae","Achyropsis leptostachya","leaf_area",59.1464404493342
"Amaranthaceae","Achyropsis leptostachya","leaf_dry_mass",5.00269485356622
"Amaranthaceae","Achyropsis leptostachya","plant_height_vegetative",0.370344962469051
"Amaranthaceae","Achyropsis leptostachya","seed_dry_mass",1.02899381873101
"Amaranthaceae","Agriophyllum squarrosum","LDMC",0.160948966530905
"Amaranthaceae","Agriophyllum squarrosum","SLA",13.2754770197934
"Amaranthaceae","Agriophyllum squarrosum","SRL",1271.25789142436
"Amaranthaceae","Agriophyllum squarrosum","leaf_N",21.1651872981857
"Amaranthaceae","Agriophyllum squarrosum","leaf_area",44.1580962031049
"Amaranthaceae","Agriophyllum squarrosum","leaf_dry_mass",2.62121129601743
"Amaranthaceae","Agriophyllum squarrosum","plant_height_vegetative",0.24485859732113
"Amaranthaceae","Agriophyllum squarrosum","seed_dry_mass",1.72131024023489
"Amaranthaceae","Alternanthera philoxeroides","LDMC",0.136782544583044
"Amaranthaceae","Alternanthera philoxeroides","SLA",22.3988490910514
"Amaranthaceae","Alternanthera philoxeroides","SRL",7127.3606984134
"Amaranthaceae","Alternanthera philoxeroides","leaf_N",28.7611430373888
"Amaranthaceae","Alternanthera philoxeroides","leaf_area",478.169787544466
"Amaranthaceae","Alternanthera philoxeroides","leaf_dry_mass",20.7806649466548
"Amaranthaceae","Alternanthera philoxeroides","plant_height_vegetative",0.501033603473974
"Amaranthaceae","Alternanthera philoxeroides","seed_dry_mass",0.407103773100377
"Amaranthaceae","Alternanthera pungens","LDMC",0.225166897577491
"Amaranthaceae","Alternanthera pungens","SLA",26.2271994955572
"Amaranthaceae","Alternanthera pungens","SRL",5990.31623390698
"Amaranthaceae","Alternanthera pungens","leaf_N",34.8312308304642
"Amaranthaceae","Alternanthera pungens","leaf_area",270.534432243455
"Amaranthaceae","Alternanthera pungens","leaf_dry_mass",8.61422309240851
"Amaranthaceae","Alternanthera pungens","plant_height_vegetative",0.335689386677961
"Amaranthaceae","Alternanthera pungens","seed_dry_mass",0.487517706005849
"Amaranthaceae","Alternanthera sessilis","LDMC",0.166961402054742
"Amaranthaceae","Alternanthera sessilis","SLA",18.6871039480095
"Amaranthaceae","Alternanthera sessilis","SRL",4165.23909078752
"Amaranthaceae","Alternanthera sessilis","leaf_N",28.5735491823042
"Amaranthaceae","Alternanthera sessilis","leaf_area",233.803350935272
"Amaranthaceae","Alternanthera sessilis","leaf_dry_mass",10.5246347134906
"Amaranthaceae","Alternanthera sessilis","plant_height_vegetative",0.330136942111113
"Amaranthaceae","Alternanthera sessilis","seed_dry_mass",0.271246816682616
"Amaranthaceae","Amaranthus albus","LDMC",0.215139909905792
"Amaranthaceae","Amaranthus albus","SLA",15.6797409713754
"Amaranthaceae","Amaranthus albus","SRL",13451.1053737466
"Amaranthaceae","Amaranthus albus","leaf_N",28.5174246086062
"Amaranthaceae","Amaranthus albus","leaf_area",759.088977910147
"Amaranthaceae","Amaranthus albus","leaf_dry_mass",51.7658202080083
"Amaranthaceae","Amaranthus albus","plant_height_vegetative",0.400915169358115
"Amaranthaceae","Amaranthus albus","seed_dry_mass",0.336888510856739
"Amaranthaceae","Amaranthus blitoides","LDMC",0.213289967634423
"Amaranthaceae","Amaranthus blitoides","SLA",16.3121764701673
"Amaranthaceae","Amaranthus blitoides","SRL",13450.332588003
"Amaranthaceae","Amaranthus blitoides","leaf_N",42.5387076412324
"Amaranthaceae","Amaranthus blitoides","leaf_area",937.776124933497
"Amaranthaceae","Amaranthus blitoides","leaf_dry_mass",64.4693531488845
"Amaranthaceae","Amaranthus blitoides","plant_height_vegetative",0.35302864107998
"Amaranthaceae","Amaranthus blitoides","seed_dry_mass",1.06453959680869
"Amaranthaceae","Amaranthus cannabinus","LDMC",0.193476584679061
"Amaranthaceae","Amaranthus cannabinus","SLA",16.8503882473128
"Amaranthaceae","Amaranthus cannabinus","SRL",17879.64378896
"Amaranthaceae","Amaranthus cannabinus","leaf_N",32.3235241847152
"Amaranthaceae","Amaranthus cannabinus","leaf_area",1166.1588024541
"Amaranthaceae","Amaranthus cannabinus","leaf_dry_mass",85.9531206757326
"Amaranthaceae","Amaranthus cannabinus","plant_height_vegetative",0.675309698835659
"Amaranthaceae","Amaranthus cannabinus","seed_dry_mass",2.93627014080628
"Amaranthaceae","Amaranthus fimbriatus","LDMC",0.212185447887229
"Amaranthaceae","Amaranthus fimbriatus","SLA",15.8065821263191
"Amaranthaceae","Amaranthus fimbriatus","SRL",13467.6124644983
"Amaranthaceae","Amaranthus fimbriatus","leaf_N",28.0285667953118
"Amaranthaceae","Amaranthus fimbriatus","leaf_area",722.39979535986
"Amaranthaceae","Amaranthus fimbriatus","leaf_dry_mass",48.0558447921347
"Amaranthaceae","Amaranthus fimbriatus","plant_height_vegetative",0.488943910015146
"Amaranthaceae","Amaranthus fimbriatus","seed_dry_mass",0.225497270048484
"Amaranthaceae","Amaranthus hybridus","LDMC",0.197397712466727
"Amaranthaceae","Amaranthus hybridus","SLA",17.0294538153008
"Amaranthaceae","Amaranthus hybridus","SRL",16608.3214029891
"Amaranthaceae","Amaranthus hybridus","leaf_N",29.2662190751563
"Amaranthaceae","Amaranthus hybridus","leaf_area",770.95995871941
"Amaranthaceae","Amaranthus hybridus","leaf_dry_mass",49.6723379936982
"Amaranthaceae","Amaranthus hybridus","plant_height_vegetative",0.755184105619774
"Amaranthaceae","Amaranthus hybridus","seed_dry_mass",0.462129110866879
"Amaranthaceae","Amaranthus macrocarpus","LDMC",0.22338661022658
"Amaranthaceae","Amaranthus macrocarpus","SLA",15.5182273955225
"Amaranthaceae","Amaranthus macrocarpus","SRL",10572.2072280484
"Amaranthaceae","Amaranthus macrocarpus","leaf_N",28.8026403980054
"Amaranthaceae","Amaranthus macrocarpus","leaf_area",609.073949722256
"Amaranthaceae","Amaranthus macrocarpus","leaf_dry_mass",40.8713755080721
"Amaranthaceae","Amaranthus macrocarpus","plant_height_vegetative",0.186905212574847
"Amaranthaceae","Amaranthus macrocarpus","seed_dry_mass",0.298007680282063
"Amaranthaceae","Amaranthus palmeri","LDMC",0.203312076999855
"Amaranthaceae","Amaranthus palmeri","SLA",15.7455689766507
"Amaranthaceae","Amaranthus palmeri","SRL",10330.580401792
"Amaranthaceae","Amaranthus palmeri","leaf_N",28.744587219586
"Amaranthaceae","Amaranthus palmeri","leaf_area",1021.36494202805
"Amaranthaceae","Amaranthus palmeri","leaf_dry_mass",73.0202408813727
"Amaranthaceae","Amaranthus palmeri","plant_height_vegetative",1.37459056539784
"Amaranthaceae","Amaranthus palmeri","seed_dry_mass",0.326224394771286
"Amaranthaceae","Amaranthus praetermissus","LDMC",0.20828687645015
"Amaranthaceae","Amaranthus praetermissus","SLA",15.8765116093167
"Amaranthaceae","Amaranthus praetermissus","SRL",10534.8692017724
"Amaranthaceae","Amaranthus praetermissus","leaf_N",29.34133429022
"Amaranthaceae","Amaranthus praetermissus","leaf_area",830.788299322651
"Amaranthaceae","Amaranthus praetermissus","leaf_dry_mass",57.7965168502227
"Amaranthaceae","Amaranthus praetermissus","plant_height_vegetative",0.573533400190271
"Amaranthaceae","Amaranthus praetermissus","seed_dry_mass",0.512660487496212
"Amaranthaceae","Amaranthus retroflexus","LDMC",0.203965576258137
"Amaranthaceae","Amaranthus retroflexus","SLA",15.8382992289934
"Amaranthaceae","Amaranthus retroflexus","SRL",17920.917631641
"Amaranthaceae","Amaranthus retroflexus","leaf_N",32.4385890492823
"Amaranthaceae","Amaranthus retroflexus","leaf_area",1180.38820803922
"Amaranthaceae","Amaranthus retroflexus","leaf_dry_mass",94.0534916892934
"Amaranthaceae","Amaranthus retroflexus","plant_height_vegetative",0.56611620371437
"Amaranthaceae","Amaranthus retroflexus","seed_dry_mass",0.426428132237933
"Amaranthaceae","Amaranthus spinosus","LDMC",0.204209006421761
"Amaranthaceae","Amaranthus spinosus","SLA",15.8707602726675
"Amaranthaceae","Amaranthus spinosus","SRL",15712.7906924178
"Amaranthaceae","Amaranthus spinosus","leaf_N",27.7203101792684
"Amaranthaceae","Amaranthus spinosus","leaf_area",805.883413402049
"Amaranthaceae","Amaranthus spinosus","leaf_dry_mass",53.6079991794093
"Amaranthaceae","Amaranthus spinosus","plant_height_vegetative",0.92317536841331
"Amaranthaceae","Amaranthus spinosus","seed_dry_mass",0.217706065070743
"Amaranthaceae","Amaranthus thunbergii","LDMC",0.202584935666576
"Amaranthaceae","Amaranthus thunbergii","SLA",16.1788894597286
"Amaranthaceae","Amaranthus thunbergii","SRL",11925.6145241266
"Amaranthaceae","Amaranthus thunbergii","leaf_N",30.0554549428714
"Amaranthaceae","Amaranthus thunbergii","leaf_area",921.12188400155
"Amaranthaceae","Amaranthus thunbergii","leaf_dry_mass",64.8525253266091
"Amaranthaceae","Amaranthus thunbergii","plant_height_vegetative",0.584528368924666
"Amaranthaceae","Amaranthus thunbergii","seed_dry_mass",0.78675767536704
"Amaranthaceae","Amaranthus tuberculatus","LDMC",0.209190424647391
"Amaranthaceae","Amaranthus tuberculatus","SLA",14.7620415011733
"Amaranthaceae","Amaranthus tuberculatus","SRL",11452.6918811796
"Amaranthaceae","Amaranthus tuberculatus","leaf_N",16.5041580990772
"Amaranthaceae","Amaranthus tuberculatus","leaf_area",954.818935797419
"Amaranthaceae","Amaranthus tuberculatus","leaf_dry_mass",76.3844109277631
"Amaranthaceae","Amaranthus tuberculatus","plant_height_vegetative",1.43208184818418
"Amaranthaceae","Amaranthus tuberculatus","seed_dry_mass",0.251352105044207
"Amaranthaceae","Atriplex canescens","LDMC",0.289116058991277
"Amaranthaceae","Atriplex canescens","SLA",7.24140423663842
"Amaranthaceae","Atriplex canescens","SRL",5133.87474526881
"Amaranthaceae","Atriplex canescens","leaf_N",26.1346475818989
"Amaranthaceae","Atriplex canescens","leaf_area",54.2611044744859
"Amaranthaceae","Atriplex canescens","leaf_dry_mass",8.44613641236561
"Amaranthaceae","Atriplex canescens","plant_height_vegetative",1.15763264797747
"Amaranthaceae","Atriplex canescens","seed_dry_mass",8.20232751958576
"Amaranthaceae","Atriplex confertifolia","LDMC",0.239999752711147
"Amaranthaceae","Atriplex confertifolia","SLA",10.1687619999255
"Amaranthaceae","Atriplex confertifolia","SRL",4321.22914613329
"Amaranthaceae","Atriplex confertifolia","leaf_N",16.0016375670986
"Amaranthaceae","Atriplex confertifolia","leaf_area",76.1056686909457
"Amaranthaceae","Atriplex confertifolia","leaf_dry_mass",8.22985453211424
"Amaranthaceae","Atriplex confertifolia","plant_height_vegetative",0.906226719807842
"Amaranthaceae","Atriplex confertifolia","seed_dry_mass",6.41844058478884
"Amaranthaceae","Atriplex laevis","LDMC",0.25614085813302
"Amaranthaceae","Atriplex laevis","SLA",10.0094084313018
"Amaranthaceae","Atriplex laevis","SRL",7594.58890347112
"Amaranthaceae","Atriplex laevis","leaf_N",24.2844606593367
"Amaranthaceae","Atriplex laevis","leaf_area",57.6571331477786
"Amaranthaceae","Atriplex laevis","leaf_dry_mass",5.05402485455211
"Amaranthaceae","Atriplex laevis","plant_height_vegetative",0.515681054283949
"Amaranthaceae","Atriplex laevis","seed_dry_mass",0.809528930020251
"Amaranthaceae","Atriplex lindleyi","LDMC",0.278203025685135
"Amaranthaceae","Atriplex lindleyi","SLA",8.57915026630263
"Amaranthaceae","Atriplex lindleyi","SRL",5471.69104482855
"Amaranthaceae","Atriplex lindleyi","leaf_N",25.5416417080459
"Amaranthaceae","Atriplex lindleyi","leaf_area",25.3424702832905
"Amaranthaceae","Atriplex lindleyi","leaf_dry_mass",2.40635324903885
"Amaranthaceae","Atriplex lindleyi","plant_height_vegetative",0.299948423727659
"Amaranthaceae","Atriplex lindleyi","seed_dry_mass",1.98399876600344
"Amaranthaceae","Atriplex nummularia","LDMC",0.316162799804506
"Amaranthaceae","Atriplex nummularia","SLA",7.13640159250187
"Amaranthaceae","Atriplex nummularia","SRL",30565.2705462333
"Amaranthaceae","Atriplex nummularia","leaf_N",23.3067395643157
"Amaranthaceae","Atriplex nummularia","leaf_area",117.651295060342
"Amaranthaceae","Atriplex nummularia","leaf_dry_mass",27.0969576738878
"Amaranthaceae","Atriplex nummularia","plant_height_vegetative",2.5786145727155
"Amaranthaceae","Atriplex nummularia","seed_dry_mass",6.11598401301382
"Amaranthaceae","Atriplex patula","LDMC",0.164819098657719
"Amaranthaceae","Atriplex patula","SLA",17.4097295609857
"Amaranthaceae","Atriplex patula","SRL",11166.9692061468
"Amaranthaceae","Atriplex patula","leaf_N",23.5784082081394
"Amaranthaceae","Atriplex patula","leaf_area",807.749260892378
"Amaranthaceae","Atriplex patula","leaf_dry_mass",56.8084373169504
"Amaranthaceae","Atriplex patula","plant_height_vegetative",0.679075563955023
"Amaranthaceae","Atriplex patula","seed_dry_mass",1.77380252389338
"Amaranthaceae","Atriplex semibaccata","LDMC",0.288174310667137
"Amaranthaceae","Atriplex semibaccata","SLA",8.20853621622799
"Amaranthaceae","Atriplex semibaccata","SRL",13800.8977319755
"Amaranthaceae","Atriplex semibaccata","leaf_N",48.1174799461562
"Amaranthaceae","Atriplex semibaccata","leaf_area",93.8004521489503
"Amaranthaceae","Atriplex semibaccata","leaf_dry_mass",10.5932753304389
"Amaranthaceae","Atriplex semibaccata","plant_height_vegetative",0.3030089191516
"Amaranthaceae","Atriplex semibaccata","seed_dry_mass",2.79255014049543
"Amaranthaceae","Atriplex sibirica","LDMC",0.247222098745948
"Amaranthaceae","Atriplex sibirica","SLA",10.3695532751336
"Amaranthaceae","Atriplex sibirica","SRL",6710.86531439942
"Amaranthaceae","Atriplex sibirica","leaf_N",28.3240606687896
"Amaranthaceae","Atriplex sibirica","leaf_area",69.4911571740396
"Amaranthaceae","Atriplex sibirica","leaf_dry_mass",6.21362747591852
"Amaranthaceae","Atriplex sibirica","plant_height_vegetative",0.576585025971022
"Amaranthaceae","Atriplex sibirica","seed_dry_mass",2.37684923777023
"Amaranthaceae","Atriplex spinibractea","LDMC",0.254665765514671
"Amaranthaceae","Atriplex spinibractea","SLA",10.1132232056438
"Amaranthaceae","Atriplex spinibractea","SRL",6538.53423546975
"Amaranthaceae","Atriplex spinibractea","leaf_N",25.7790214635079
"Amaranthaceae","Atriplex spinibractea","leaf_area",63.0265287308002
"Amaranthaceae","Atriplex spinibractea","leaf_dry_mass",5.76809903016066
"Amaranthaceae","Atriplex spinibractea","plant_height_vegetative",0.382997527306341
"Amaranthaceae","Atriplex spinibractea","seed_dry_mass",2.27494370799321
"Amaranthaceae","Atriplex spongiosa","LDMC",0.257684653208969
"Amaranthaceae","Atriplex spongiosa","SLA",10.0605864526227
"Amaranthaceae","Atriplex spongiosa","SRL",6905.78088930028
"Amaranthaceae","Atriplex spongiosa","leaf_N",25.2342827748464
"Amaranthaceae","Atriplex spongiosa","leaf_area",59.0991097444864
"Amaranthaceae","Atriplex spongiosa","leaf_dry_mass",5.34330931839657
"Amaranthaceae","Atriplex spongiosa","plant_height_vegetative",0.341753873530477
"Amaranthaceae","Atriplex spongiosa","seed_dry_mass",1.98723282644064
"Amaranthaceae","Atriplex stipitata","LDMC",0.25812815301675
"Amaranthaceae","Atriplex stipitata","SLA",10.5405609234252
"Amaranthaceae","Atriplex stipitata","SRL",6959.59731247477
"Amaranthaceae","Atriplex stipitata","leaf_N",26.6189584583462
"Amaranthaceae","Atriplex stipitata","leaf_area",39.1439906711906
"Amaranthaceae","Atriplex stipitata","leaf_dry_mass",3.33186155466031
"Amaranthaceae","Atriplex stipitata","plant_height_vegetative",0.74562872475113
"Amaranthaceae","Atriplex stipitata","seed_dry_mass",0.972283057456203
"Amaranthaceae","Atriplex vesicaria","LDMC",0.301239922176733
"Amaranthaceae","Atriplex vesicaria","SLA",6.73065000026602
"Amaranthaceae","Atriplex vesicaria","SRL",7154.76175738684
"Amaranthaceae","Atriplex vesicaria","leaf_N",25.1977496743397
"Amaranthaceae","Atriplex vesicaria","leaf_area",41.0110642646014
"Amaranthaceae","Atriplex vesicaria","leaf_dry_mass",5.88371339762892
"Amaranthaceae","Atriplex vesicaria","plant_height_vegetative",0.481299473444283
"Amaranthaceae","Atriplex vesicaria","seed_dry_mass",2.44349970810773
"Amaranthaceae","Atriplex vestita","LDMC",0.253461044457336
"Amaranthaceae","Atriplex vestita","SLA",10.0761652644576
"Amaranthaceae","Atriplex vestita","SRL",7326.05539971644
"Amaranthaceae","Atriplex vestita","leaf_N",24.9808118734766
"Amaranthaceae","Atriplex vestita","leaf_area",61.3925959741891
"Amaranthaceae","Atriplex vestita","leaf_dry_mass",5.5032994133305
"Amaranthaceae","Atriplex vestita","plant_height_vegetative",0.539860787113497
"Amaranthaceae","Atriplex vestita","seed_dry_mass",1.26666252564354
"Amaranthaceae","Axyris amaranthoides","LDMC",0.205007340996015
"Amaranthaceae","Axyris amaranthoides","SLA",16.3354686690639
"Amaranthaceae","Axyris amaranthoides","SRL",7192.83074958791
"Amaranthaceae","Axyris amaranthoides","leaf_N",28.6076844879875
"Amaranthaceae","Axyris amaranthoides","leaf_area",140.790830662078
"Amaranthaceae","Axyris amaranthoides","leaf_dry_mass",8.30989521493357
"Amaranthaceae","Axyris amaranthoides","plant_height_vegetative",0.158217398629647
"Amaranthaceae","Axyris amaranthoides","seed_dry_mass",1.28668678321071
"Amaranthaceae","Bassia dasyphylla","LDMC",0.278929999193749
"Amaranthaceae","Bassia dasyphylla","SLA",17.7329757277166
"Amaranthaceae","Bassia dasyphylla","SRL",7266.10521532972
"Amaranthaceae","Bassia dasyphylla","leaf_N",20.3977539055995
"Amaranthaceae","Bassia dasyphylla","leaf_area",24.1462132165425
"Amaranthaceae","Bassia dasyphylla","leaf_dry_mass",1.29384246888225
"Amaranthaceae","Bassia dasyphylla","plant_height_vegetative",0.442206809340423
"Amaranthaceae","Bassia dasyphylla","seed_dry_mass",0.742781531341126
"Amaranthaceae","Bassia laniflora","LDMC",0.412337069773763
"Amaranthaceae","Bassia laniflora","SLA",8.28649138981776
"Amaranthaceae","Bassia laniflora","SRL",9883.69902045955
"Amaranthaceae","Bassia laniflora","leaf_N",24.0703973922057
"Amaranthaceae","Bassia laniflora","leaf_area",13.3952668361402
"Amaranthaceae","Bassia laniflora","leaf_dry_mass",1.26211691526667
"Amaranthaceae","Bassia laniflora","plant_height_vegetative",0.289586789466483
"Amaranthaceae","Bassia laniflora","seed_dry_mass",0.644563999184628
"Amaranthaceae","Bassia prostrata","LDMC",0.36211943349613
"Amaranthaceae","Bassia prostrata","SLA",18.2952320272764
"Amaranthaceae","Bassia prostrata","SRL",10046.0656812775
"Amaranthaceae","Bassia prostrata","leaf_N",24.5745999712173
"Amaranthaceae","Bassia prostrata","leaf_area",39.103496304578
"Amaranthaceae","Bassia prostrata","leaf_dry_mass",2.35126076944356
"Amaranthaceae","Bassia prostrata","plant_height_vegetative",0.395223344388164
"Amaranthaceae","Bassia prostrata","seed_dry_mass",0.831405871006897
"Amaranthaceae","Bassia scoparia","LDMC",0.202031646343786
"Amaranthaceae","Bassia scoparia","SLA",21.0649084553699
"Amaranthaceae","Bassia scoparia","SRL",10938.3982960282
"Amaranthaceae","Bassia scoparia","leaf_N",32.1405051151443
"Amaranthaceae","Bassia scoparia","leaf_area",96.0288253327989
"Amaranthaceae","Bassia scoparia","leaf_dry_mass",4.99776246617931
"Amaranthaceae","Bassia scoparia","plant_height_vegetative",0.754526127364127
"Amaranthaceae","Bassia scoparia","seed_dry_mass",0.761013080657489
